polymer_name,monomer_name,smiles_monomer,distribution,property,value,pm,units,ref,link/doi,comment,note,mechanism
poly(4-(phenylthio)methylene-_-propiolactone),(R)-4-(phenylthio)methylene-_-propiolactone.(S)-4-(phenylthio)methylene-_-propiolactone,O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,,Tg,13,1,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #27",,ester_stereo
poly(4-(phenylthio)methylene-_-propiolactone),(R)-4-(phenylthio)methylene-_-propiolactone.(S)-4-(phenylthio)methylene-_-propiolactone,O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,,Mn,11500,1,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #27",,ester_stereo
poly(4-(phenylthio)methylene-_-propiolactone),(R)-4-(phenylthio)methylene-_-propiolactone.(S)-4-(phenylthio)methylene-_-propiolactone,O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,,PDI,1.13,1,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #27",,ester_stereo
poly(4-(phenylthio)methylene-_-propiolactone),(R)-4-(phenylthio)methylene-_-propiolactone.(S)-4-(phenylthio)methylene-_-propiolactone,O=C(O)C[C@@H](O)CSc1ccccc1.O=C(O)C[C@H](O)CSc1ccccc1,,Mw,12995,1,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #27",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-12,0.51,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #28",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,8600,0.51,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #28",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.23,0.51,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #28",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,10578,0.51,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #28",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Tg,22,0.23,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #3",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Mn,5000,0.23,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #3",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,PDI,1.14,0.23,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #3",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Mw,5700,0.23,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #3",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-15,0.51,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #31",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,5200,0.51,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #31",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.15,0.51,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #31",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,5980,0.51,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #31",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-11,0.15,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #32",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,6400,0.15,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #32",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.21,0.15,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #32",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,7744,0.15,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #32",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-13,0.2,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #33",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,5100,0.2,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #33",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.21,0.2,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #33",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,6171,0.2,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #33",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-12,0.23,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #34",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,5400,0.23,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #34",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.09,0.23,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #34",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,5886,0.23,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #34",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-13,0.14,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #36",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,6600,0.14,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #36",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.19,0.14,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #36",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,7854,0.14,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #36",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Tg,-9,0.15,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #38",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mn,20600,0.15,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #38",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,PDI,1.07,0.15,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #38",,ester_stereo
poly(3-hydroxy-5-phenylmethoxypentanoic acid),(3R)-3-hydroxy-5-phenylmethoxypentanoic acid.(3S)-3-hydroxy-5-phenylmethoxypentanoic acid,O=C(O)C[C@@H](O)CCOCc1ccccc1.O=C(O)C[C@H](O)CCOCc1ccccc1,,Mw,22042,0.15,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #38",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Tg,21,0.25,C,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #4",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Mn,5400,0.25,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #4",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,PDI,1.15,0.25,,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #4",,ester_stereo
poly(3-Hydroxy-4-phenoxybutanoic acid),(3R)-3-Hydroxy-4-phenoxybutanoic acid.(3S)-3-Hydroxy-4-phenoxybutanoic acid,O=C(O)C[C@@H](O)COc1ccccc1.O=C(O)C[C@H](O)COc1ccccc1,,Mw,6210,0.25,g/mol,"Shakaroun, R. M., Li, H., J‚àö¬©han, P., Blot, M., Alaaeddine, A., Carpentier, J. F., & Guillaume, S. M. (2021). Stereoselective ring-opening polymerization of functional _-lactones: Influence of the exocyclic side-group. Polymer Chemistry, 12(28), 4022-4034. https://doi.org/10.1039/d1py00669j",_10.1039/d1py00669j,"Table 1, #4",,ester_stereo
